C1a,82.0
C2a,82.0
C3a,76.0
C4a,83.0
C5a,48.0
C6a,39.0
C7a,75.0
C8a,69.0
C9a,54.25
C10a,64.0
C11a,64.0
C12a,73.0
C13a,50.0
C14a,58.0
C15a,61.0
C16a,65.0
C17a,70.0
C18a,62.0
C19a,31.25
C20a,61.0
C21a,25.0
C22a,6.0
C23a,47.0
C24a,45.0
C25a,47.25
C26a,43.0
C27a,52.0
C28a,26.0
C29a,34.0
C30a,33.0
C31a,60.0
C32a,72.0
C33a,59.0
C34a,55.0
C35a,53.0
